level_0;index;message_preprocessed;Decision;Rationale;URL;web_url
689;2032;" Having this
test here also prevents any OOM_DISABLE child of the ""selected"" process
from being killed.";Having this test here;"prevents any OOM_DISABLE child of the ""selected"" process from being killed.";https://api.github.com/repos/torvalds/linux/git/commits/c33e0fca3508f0aa387b1c10d0ef158102deb140;https://github.com/torvalds/linux/commit/c33e0fca3508f0aa387b1c10d0ef158102deb140
694;2046;No logic changes, but imho easier to read.;No logic changes, but imho easier to read.;easier to read;https://api.github.com/repos/torvalds/linux/git/commits/972c4ea59c9dbf82647ee9665d9e945241911a51;https://github.com/torvalds/linux/commit/972c4ea59c9dbf82647ee9665d9e945241911a51
695;2047;[PATCH] select_bad_process(): kill a bogus PF_DEAD/TASK_DEAD check;kill a bogus PF_DEAD/TASK_DEAD check;bogus PF_DEAD/TASK_DEAD check;https://api.github.com/repos/torvalds/linux/git/commits/28324d1df646521256e83389244adcce98e89ff2;https://github.com/torvalds/linux/commit/28324d1df646521256e83389244adcce98e89ff2
696;2054;"task_struct->state == EXIT_DEAD is a very special case, to avoid a confusion
it makes sense to introduce a new state, TASK_DEAD, while EXIT_DEAD should
live only in ->exit_state as documented in sched.h";Introduce a new state, TASK_DEAD;to avoid a confusion;https://api.github.com/repos/torvalds/linux/git/commits/c394cc9fbb367f87faa2228ec2eabacd2d4701c6;https://github.com/torvalds/linux/commit/c394cc9fbb367f87faa2228ec2eabacd2d4701c6
699;2061;"Further, is_init() checks pid and thus removes dependency on Eric's other
patches for now";removes dependency on Eric's other patches for now;checks pid and thus;https://api.github.com/repos/torvalds/linux/git/commits/f400e198b2ed26ce55b22a1412ded0896e7516ac;https://github.com/torvalds/linux/commit/f400e198b2ed26ce55b22a1412ded0896e7516ac
700;2066;	Introduce is_init to capture this case;Introduce is_init;to capture this case;https://api.github.com/repos/torvalds/linux/git/commits/f400e198b2ed26ce55b22a1412ded0896e7516ac;https://github.com/torvalds/linux/commit/f400e198b2ed26ce55b22a1412ded0896e7516ac
702;2073;[PATCH] oom-kill: update comments to reflect current code;update comments to reflect current code;reflect current code;https://api.github.com/repos/torvalds/linux/git/commits/5a291b98b2116d669449885abef3000f747504b3;https://github.com/torvalds/linux/commit/5a291b98b2116d669449885abef3000f747504b3
703;2074;Update the comments for __oom_kill_task() to reflect the code changes.;Update the comments for __oom_kill_task();to reflect the code changes;https://api.github.com/repos/torvalds/linux/git/commits/5a291b98b2116d669449885abef3000f747504b3;https://github.com/torvalds/linux/commit/5a291b98b2116d669449885abef3000f747504b3
709;2086;Moving the test down will give the desired behaviour;Moving the test down;will give the desired behaviour;https://api.github.com/repos/torvalds/linux/git/commits/4a3ede107e422a0c53d28024b0aa902ca22a8768;https://github.com/torvalds/linux/commit/4a3ede107e422a0c53d28024b0aa902ca22a8768
711;2088;" As per the previous patch,
this is required to prevent OOM killer deadlocks (and they don't actually get
killed, because they're already exiting -- they're simply allowed access to
memory reserves).";This is required to prevent OOM killer deadlocks;they don't actually get killed, because they're already exiting -- they're simply allowed access to memory reserves;https://api.github.com/repos/torvalds/linux/git/commits/4a3ede107e422a0c53d28024b0aa902ca22a8768;https://github.com/torvalds/linux/commit/4a3ede107e422a0c53d28024b0aa902ca22a8768
713;2090;"If current *is* exiting, it should actually be allowed to access reserved
memory rather than OOM kill something else";it should actually be allowed to access reserved memory;current is exiting and it should not OOM kill something else;https://api.github.com/repos/torvalds/linux/git/commits/50ec3bbffbe8a96347c54832d48110a5bc9e9ff8;https://github.com/torvalds/linux/commit/50ec3bbffbe8a96347c54832d48110a5bc9e9ff8
714;2091;" Can't do this via a straight
check in page_alloc.c because that would allow multiple tasks to use up
reserves";Can't do this via a straight check in page_alloc.c ;that would allow multiple tasks to use up reserves;https://api.github.com/repos/torvalds/linux/git/commits/50ec3bbffbe8a96347c54832d48110a5bc9e9ff8;https://github.com/torvalds/linux/commit/50ec3bbffbe8a96347c54832d48110a5bc9e9ff8
716;2099;" Fix this by just causing
cpuset_excl_nodes_overlap to reduce the badness rather than disallow it.";Reduce the badness rather than disallow cpuset_excl_nodes_overlap.;Just causing.;https://api.github.com/repos/torvalds/linux/git/commits/7887a3da753e1ba8244556cc9a2b38c815bfe256;https://github.com/torvalds/linux/commit/7887a3da753e1ba8244556cc9a2b38c815bfe256
718;2104;" If the resource manager inflated the balloon to a size
where memory allocations can not be satisfied anymore, it is better to
deflate the balloon a bit instead of killing processes";Deflate the balloon a bit instead of killing processes;If the resource manager inflated the balloon to a size where memory allocations can not be satisfied anymore, it is better to deflate the balloon a bit;https://api.github.com/repos/torvalds/linux/git/commits/8bc719d3cab8414938f9ea6e33b58d8810d18068;https://github.com/torvalds/linux/commit/8bc719d3cab8414938f9ea6e33b58d8810d18068
719;2106;[PATCH] sched: cleanup, remove task_t, convert to struct task_struct;remove task_t, convert to struct task_struct;cleanup, remove;https://api.github.com/repos/torvalds/linux/git/commits/36c8b586896f60cb91a4fd526233190b34316baf;https://github.com/torvalds/linux/commit/36c8b586896f60cb91a4fd526233190b34316baf
720;2107;cleanup: remove task_t and convert all the uses to struct task_struct;cleanup: remove task_t and convert all the uses to struct task_struct;remove task_t and convert all the uses to struct task_struct;https://api.github.com/repos/torvalds/linux/git/commits/36c8b586896f60cb91a4fd526233190b34316baf;https://github.com/torvalds/linux/commit/36c8b586896f60cb91a4fd526233190b34316baf
722;2111;This fixes a few typos in the comments in mm/oom_kill.c.;fixes a few typos;in the comments in mm/oom_kill.c;https://api.github.com/repos/torvalds/linux/git/commits/6937a25cff818d32d0f9ff58a518c9ab96760aeb;https://github.com/torvalds/linux/commit/6937a25cff818d32d0f9ff58a518c9ab96760aeb
723;2119;" But there are environments where panic is preferable
rather than kill some processes.";panic is preferable rather than kill some processes;there are environments where panic is preferable;https://api.github.com/repos/torvalds/linux/git/commits/fadd8fbd153c12963f8fe3c9ef7f8967f286f98b;https://github.com/torvalds/linux/commit/fadd8fbd153c12963f8fe3c9ef7f8967f286f98b
724;2120;[PATCH] mm: fix mm_struct reference counting bugs in mm/oom_kill.c;fix mm_struct reference counting bugs in mm/oom_kill.c;reference counting bugs;https://api.github.com/repos/torvalds/linux/git/commits/013159227b840dfd441bd2e4c8b4d77ffb3cc42e;https://github.com/torvalds/linux/commit/013159227b840dfd441bd2e4c8b4d77ffb3cc42e
725;2121;"Fix oom_kill_task() so it doesn't call mmput() (which may sleep) while
holding tasklist_lock.";Fix oom_kill_task() so it doesn't call mmput();holding tasklist_lock;https://api.github.com/repos/torvalds/linux/git/commits/013159227b840dfd441bd2e4c8b4d77ffb3cc42e;https://github.com/torvalds/linux/commit/013159227b840dfd441bd2e4c8b4d77ffb3cc42e
726;2122;[PATCH] oom-kill: mm locking fix;mm locking fix;oom-kill;https://api.github.com/repos/torvalds/linux/git/commits/97c2c9b84d0c1edf4926b13661d5af3f0edccbce;https://github.com/torvalds/linux/commit/97c2c9b84d0c1edf4926b13661d5af3f0edccbce
727;2125; Fix it up via task_lock() instead.;Fix it up via task_lock();instead;https://api.github.com/repos/torvalds/linux/git/commits/97c2c9b84d0c1edf4926b13661d5af3f0edccbce;https://github.com/torvalds/linux/commit/97c2c9b84d0c1edf4926b13661d5af3f0edccbce
728;2126;[PATCH] out_of_memory() locking fix;out_of_memory() locking fix;locking fix;https://api.github.com/repos/torvalds/linux/git/commits/140ffcec4def3ee3af7565b2cf1d3b2580f7e180;https://github.com/torvalds/linux/commit/140ffcec4def3ee3af7565b2cf1d3b2580f7e180
730;2128;"While we're there, let's turn that interruptible sleep unto uninterruptible,
so we don't get a busywait if signal_pending()";Turn that interruptible sleep unto uninterruptible;so we don't get a busywait if signal_pending();https://api.github.com/repos/torvalds/linux/git/commits/140ffcec4def3ee3af7565b2cf1d3b2580f7e180;https://github.com/torvalds/linux/commit/140ffcec4def3ee3af7565b2cf1d3b2580f7e180
731;2138;"It is better to signal to the process that no memory exists given the
constraints that the process (or the configuration of the process) has
placed on the allocation behavior";signal to the process that no memory exists;given the constraints that the process (or the configuration of the process) has placed on the allocation behavior;https://api.github.com/repos/torvalds/linux/git/commits/9b0f8b040acd8dfd23860754c0d09ff4f44e2cbc;https://github.com/torvalds/linux/commit/9b0f8b040acd8dfd23860754c0d09ff4f44e2cbc
732;2140;" The solution is
similar to what we do when running out of hugepages";The solution is similar to what we do when running out of hugepages;similar to what we do when running out of hugepages;https://api.github.com/repos/torvalds/linux/git/commits/9b0f8b040acd8dfd23860754c0d09ff4f44e2cbc;https://github.com/torvalds/linux/commit/9b0f8b040acd8dfd23860754c0d09ff4f44e2cbc
734;2142;" At that point
performance considerations do not matter much so we just scan the zonelist
and reconstruct a list of nodes";reconstruct a list of nodes;performance considerations do not matter much;https://api.github.com/repos/torvalds/linux/git/commits/9b0f8b040acd8dfd23860754c0d09ff4f44e2cbc;https://github.com/torvalds/linux/commit/9b0f8b040acd8dfd23860754c0d09ff4f44e2cbc
735;2143;" If the list of nodes does not contain all
online nodes then this is a constrained allocation and we should kill the
current process.";kill the current process;this is a constrained allocation and we should (kill the current process);https://api.github.com/repos/torvalds/linux/git/commits/9b0f8b040acd8dfd23860754c0d09ff4f44e2cbc;https://github.com/torvalds/linux/commit/9b0f8b040acd8dfd23860754c0d09ff4f44e2cbc
736;2151;"The idea in attached patch is that we do want to account the memory
consumption of the (direct) children to the father -- however not fully";account the memory consumption of the (direct) children to the father;we do want to;https://api.github.com/repos/torvalds/linux/git/commits/9827b781f20828e5ceb911b879f268f78fe90815;https://github.com/torvalds/linux/commit/9827b781f20828e5ceb911b879f268f78fe90815
737;2152;"This maintains the property that fathers with too many children will still
very likely be picked, whereas a single misbehaving child has the chance to
be picked by the OOM killer";This maintains the property that fathers with too many children will still very likely be picked;whereas a single misbehaving child has the chance to be picked by the OOM killer;https://api.github.com/repos/torvalds/linux/git/commits/9827b781f20828e5ceb911b879f268f78fe90815;https://github.com/torvalds/linux/commit/9827b781f20828e5ceb911b879f268f78fe90815
738;2154;" This means that if one child eats more mem than the rest of
the family, it will be picked, otherwise it's still the father and thus the
whole family that gets selected";If one child eats more mem than the rest of the family, it will be picked;Otherwise it's still the father and thus the whole family that gets selected;https://api.github.com/repos/torvalds/linux/git/commits/9827b781f20828e5ceb911b879f268f78fe90815;https://github.com/torvalds/linux/commit/9827b781f20828e5ceb911b879f268f78fe90815
739;2155;"This is heuristics -- we could debate whether accounting for a fourth would
be better than for half of it";accounting for a fourth would be better than for half of it;we could debate;https://api.github.com/repos/torvalds/linux/git/commits/9827b781f20828e5ceb911b879f268f78fe90815;https://github.com/torvalds/linux/commit/9827b781f20828e5ceb911b879f268f78fe90815
740;2157;" For now I sticked to accounting for half,
which should IMHO be a significant improvement";Stick to accounting for half;Significant improvement;https://api.github.com/repos/torvalds/linux/git/commits/9827b781f20828e5ceb911b879f268f78fe90815;https://github.com/torvalds/linux/commit/9827b781f20828e5ceb911b879f268f78fe90815
741;2158;"The patch does one more thing: As users tend to be irritated by the choice
of killed processes (mainly because the children are killed first, despite
some of them having a very low OOM score), I added some more output: The
selected (father) process will be reported first and it's oom_score printed
to syslog";I added some more output;Users tend to be irritated by the choice of killed processes;https://api.github.com/repos/torvalds/linux/git/commits/9827b781f20828e5ceb911b879f268f78fe90815;https://github.com/torvalds/linux/commit/9827b781f20828e5ceb911b879f268f78fe90815
742;2160;"Only account for half of children's vm size in oom score calculation
This should still give the parent enough point in case of fork bombs";Only account for half of children's vm size in oom score calculation;This should still give the parent enough point in case of fork bombs;https://api.github.com/repos/torvalds/linux/git/commits/9827b781f20828e5ceb911b879f268f78fe90815;https://github.com/torvalds/linux/commit/9827b781f20828e5ceb911b879f268f78fe90815
